Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Bradford,07/31/2020,0,0.9,87,60833,0,1.4,143
Bradford,08/01/2020,0,0.9,87,60833,0,1.4,143
Bradford,08/02/2020,1,1,88,60833,1.6,1.6,144.7
Bradford,08/03/2020,2,1.3,90,60833,3.3,2.1,147.9
Bradford,08/04/2020,1,0.7,91,60833,1.6,1.2,149.6
Bradford,08/05/2020,0,0.7,91,60833,0,1.2,149.6
Bradford,08/06/2020,0,0.6,91,60833,0,0.9,149.6
Bradford,08/07/2020,0,0.6,91,60833,0,0.9,149.6
Bradford,08/08/2020,0,0.6,91,60833,0,0.9,149.6
Bradford,08/09/2020,1,0.6,92,60833,1.6,0.9,151.2
Bradford,08/10/2020,4,0.9,96,60833,6.6,1.4,157.8
Bradford,08/11/2020,1,0.9,97,60833,1.6,1.4,159.5
Bradford,08/12/2020,0,0.9,97,60833,0,1.4,159.5
Bradford,08/13/2020,1,1,98,60833,1.6,1.6,161.1
Bradford,08/14/2020,0,1,98,60833,0,1.6,161.1
Bradford,08/15/2020,0,1,98,60833,0,1.6,161.1
Bradford,08/16/2020,0,0.9,98,60833,0,1.4,161.1
Bradford,08/17/2020,0,0.3,98,60833,0,0.5,161.1
Bradford,08/18/2020,0,0.1,98,60833,0,0.2,161.1
Bradford,08/19/2020,1,0.3,99,60833,1.6,0.5,162.7
Bradford,08/20/2020,0,0.1,99,60833,0,0.2,162.7
Bradford,08/21/2020,1,0.3,100,60833,1.6,0.5,164.4
Bradford,08/22/2020,0,0.3,100,60833,0,0.5,164.4
Bradford,08/23/2020,1,0.4,101,60833,1.6,0.7,166
Bradford,08/24/2020,0,0.4,101,60833,0,0.7,166
Bradford,08/25/2020,0,0.4,101,60833,0,0.7,166
Bradford,08/26/2020,1,0.4,102,60833,1.6,0.7,167.7
Bradford,08/27/2020,0,0.4,102,60833,0,0.7,167.7
Bradford,08/28/2020,1,0.4,103,60833,1.6,0.7,169.3
Bradford,08/29/2020,0,0.4,103,60833,0,0.7,169.3
Bradford,08/30/2020,0,0.3,103,60833,0,0.5,169.3
Bradford,08/31/2020,0,0.3,103,60833,0,0.5,169.3
Bradford,09/01/2020,0,0.3,103,60833,0,0.5,169.3
Bradford,09/02/2020,1,0.3,104,60833,1.6,0.5,171
Bradford,09/03/2020,1,0.4,105,60833,1.6,0.7,172.6
Bradford,09/04/2020,2,0.6,107,60833,3.3,0.9,175.9
Bradford,09/05/2020,0,0.6,107,60833,0,0.9,175.9
Bradford,09/06/2020,0,0.6,107,60833,0,0.9,175.9
Bradford,09/07/2020,1,0.7,108,60833,1.6,1.2,177.5
Bradford,09/08/2020,0,0.7,108,60833,0,1.2,177.5
Bradford,09/09/2020,0,0.6,108,60833,0,0.9,177.5
Bradford,09/10/2020,0,0.4,108,60833,0,0.7,177.5
Bradford,09/11/2020,1,0.3,109,60833,1.6,0.5,179.2
Bradford,09/12/2020,4,0.9,113,60833,6.6,1.4,185.8
Bradford,09/13/2020,0,0.9,113,60833,0,1.4,185.8
Bradford,09/14/2020,6,1.6,119,60833,9.9,2.6,195.6
Bradford,09/15/2020,2,1.9,121,60833,3.3,3.1,198.9
Bradford,09/16/2020,3,2.3,124,60833,4.9,3.8,203.8
Bradford,09/17/2020,1,2.4,125,60833,1.6,4,205.5
Bradford,09/18/2020,1,2.4,126,60833,1.6,4,207.1
Bradford,09/19/2020,1,2,127,60833,1.6,3.3,208.8
Bradford,09/20/2020,8,3.1,135,60833,13.2,5.2,221.9
Bradford,09/21/2020,1,2.4,136,60833,1.6,4,223.6
Bradford,09/22/2020,2,2.4,138,60833,3.3,4,226.9
Bradford,09/23/2020,3,2.4,141,60833,4.9,4,231.8
Bradford,09/24/2020,0,2.3,141,60833,0,3.8,231.8
Bradford,09/25/2020,5,2.9,146,60833,8.2,4.7,240
Bradford,09/26/2020,9,4,155,60833,14.8,6.6,254.8
Bradford,09/27/2020,8,4,163,60833,13.2,6.6,267.9
Bradford,09/28/2020,10,5.3,173,60833,16.4,8.7,284.4
Bradford,09/29/2020,2,5.3,175,60833,3.3,8.7,287.7
Bradford,09/30/2020,9,6.1,184,60833,14.8,10.1,302.5
Bradford,10/01/2020,8,7.3,192,60833,13.2,12,315.6
Bradford,10/02/2020,24,10,216,60833,39.5,16.4,355.1
Bradford,10/03/2020,13,10.6,229,60833,21.4,17.4,376.4
Bradford,10/04/2020,20,12.3,249,60833,32.9,20.2,409.3
Bradford,10/05/2020,18,13.4,267,60833,29.6,22.1,438.9
Bradford,10/06/2020,14,15.1,281,60833,23,24.9,461.9
Bradford,10/07/2020,5,14.6,286,60833,8.2,24,470.1
Bradford,10/08/2020,11,15,297,60833,18.1,24.7,488.2
Bradford,10/09/2020,14,13.6,311,60833,23,22.3,511.2
Berks,05/01/2020,56,59.3,2885,420152,13.3,14.1,686.7
Lancaster,08/15/2020,31,41.1,6220,543557,5.7,7.6,1144.3
Carbon,10/23/2020,6,4.1,566,64227,9.3,6.5,881.2
Cameron,11/20/2020,1,0.3,18,4492,22.3,6.4,400.7
Monroe,09/09/2020,1,2.7,1749,169507,0.6,1.6,1031.8
Potter,11/16/2020,8,4.6,114,16622,48.1,27.5,685.8
Berks,10/01/2020,57,40.9,7273,420152,13.6,9.7,1731
Northampton,09/07/2020,3,8.3,4180,304807,1,2.7,1371.4
Schuylkill,10/21/2020,44,33.1,1737,142067,31,23.3,1222.7
Carbon,10/11/2020,5,5.3,514,64227,7.8,8.2,800.3
Tioga,11/11/2020,22,19,427,40763,54,46.6,1047.5
Schuylkill,10/08/2020,25,17.1,1349,142067,17.6,12.1,949.6
Northampton,07/26/2020,14,15.4,3761,304807,4.6,5.1,1233.9
Carbon,09/29/2020,2,2.1,468,64227,3.1,3.3,728.7
Elk,11/13/2020,17,10.3,338,30169,56.3,34.1,1120.4
Greene,06/15/2020,0,0.7,34,36506,0,2,93.1
Lancaster,08/26/2020,36,36.6,6588,543557,6.6,6.7,1212
Union,10/29/2020,8,6,710,44785,17.9,13.4,1585.4
Carbon,11/16/2020,15,23.6,920,64227,23.4,36.7,1432.4
Delaware,10/10/2020,44,55.4,12120,564751,7.8,9.8,2146.1
Bucks,08/15/2020,35,30.4,7449,628195,5.6,4.8,1185.8
Montour,06/20/2020,0,0.6,68,18240,0,3.1,372.8
Columbia,10/24/2020,5,4,1051,65456,7.6,6.1,1605.7
Lancaster,11/12/2020,241,162.6,11712,543557,44.3,29.9,2154.7
Northumberland,09/08/2020,4,9.9,779,91083,4.4,10.8,855.3
Northampton,08/27/2020,10,5.9,4091,304807,3.3,1.9,1342.2
Adams,11/16/2020,35,24.6,1555,102811,34,23.9,1512.5
Lehigh,08/29/2020,15,9.6,5203,368100,4.1,2.6,1413.5
Northampton,08/08/2020,10,9.7,3930,304807,3.3,3.2,1289.3
Northampton,06/30/2020,11,12.3,3430,304807,3.6,4,1125.3
Bucks,03/01/2020,0,,0,628195,0,,0
Bucks,03/02/2020,0,,0,628195,0,,0
Bucks,03/03/2020,0,,0,628195,0,,0
Bucks,03/04/2020,0,,0,628195,0,,0
Bucks,03/05/2020,0,,0,628195,0,,0
Bucks,03/06/2020,0,,0,628195,0,,0
Bucks,03/07/2020,0,,0,628195,0,,0
Bucks,03/08/2020,0,0,0,628195,0,0,0
Bucks,03/09/2020,0,0,0,628195,0,0,0
Bucks,03/10/2020,2,0.3,2,628195,0.3,0,0.3
Bucks,03/11/2020,0,0.3,2,628195,0,0,0.3
Bucks,03/12/2020,0,0.3,2,628195,0,0,0.3
Bucks,03/13/2020,1,0.4,3,628195,0.2,0.1,0.5
Bucks,03/14/2020,1,0.6,4,628195,0.2,0.1,0.6
Bucks,03/15/2020,3,1,7,628195,0.5,0.2,1.1
Bucks,03/16/2020,4,1.6,11,628195,0.6,0.3,1.8
Bucks,03/17/2020,3,1.7,14,628195,0.5,0.3,2.2
Bucks,03/18/2020,5,2.4,19,628195,0.8,0.4,3
Bucks,03/19/2020,5,3.1,24,628195,0.8,0.5,3.8
Bucks,03/20/2020,8,4.1,32,628195,1.3,0.7,5.1
Bucks,03/21/2020,10,5.4,42,628195,1.6,0.9,6.7
Bucks,03/22/2020,14,7,56,628195,2.2,1.1,8.9
Bucks,03/23/2020,19,9.1,75,628195,3,1.5,11.9
Bucks,03/24/2020,25,12.3,100,628195,4,2,15.9
Bucks,03/25/2020,33,16.3,133,628195,5.3,2.6,21.2
Bucks,03/26/2020,20,18.4,153,628195,3.2,2.9,24.4
Bucks,03/27/2020,38,22.7,191,628195,6,3.6,30.4
Bucks,03/28/2020,60,29.9,251,628195,9.6,4.8,40
Bucks,03/29/2020,44,34.1,295,628195,7,5.4,47
Bucks,03/30/2020,39,37,334,628195,6.2,5.9,53.2
Bucks,03/31/2020,35,38.4,369,628195,5.6,6.1,58.7
Bucks,04/01/2020,67,43.3,436,628195,10.7,6.9,69.4
Bucks,04/02/2020,91,53.4,527,628195,14.5,8.5,83.9
Bucks,04/03/2020,63,57,590,628195,10,9.1,93.9
Bucks,04/04/2020,68,58.1,658,628195,10.8,9.3,104.7
Bucks,04/05/2020,72,62.1,730,628195,11.5,9.9,116.2
Bucks,04/06/2020,73,67,803,628195,11.6,10.7,127.8
Bucks,04/07/2020,88,74.6,891,628195,14,11.9,141.8
Allegheny,09/18/2020,82,77.1,11665,1218452,6.7,6.3,957.4
Juniata,11/12/2020,18,15.7,388,24704,72.9,63.6,1570.6
Schuylkill,09/26/2020,19,11.6,1150,142067,13.4,8.1,809.5
Montour,08/03/2020,1,0.3,93,18240,5.5,1.6,509.9
Allegheny,11/03/2020,227,161.9,16429,1218452,18.6,13.3,1348.4
Delaware,06/08/2020,33,32.1,6753,564751,5.8,5.7,1195.7
Erie,11/16/2020,173,126.4,3638,272061,63.6,46.5,1337.2
Delaware,06/28/2020,14,16.7,7194,564751,2.5,3,1273.8
Delaware,11/07/2020,147,142,15026,564751,26,25.1,2660.6
Schuylkill,10/27/2020,39,46.4,2018,142067,27.5,32.7,1420.5
Bradford,10/31/2020,33,34.7,895,60833,54.2,57.1,1471.2
Greene,10/13/2020,2,1.3,212,36506,5.5,3.5,580.7
Elk,08/07/2020,0,0.6,52,30169,0,1.9,172.4
Bradford,11/03/2020,31,36.9,1006,60833,51,60.6,1653.7
Montour,07/30/2020,0,0.9,92,18240,0,4.7,504.4
Huntingdon,11/19/2020,30,24.3,1491,45168,66.4,53.8,3301
Allegheny,09/09/2020,55,58.9,10956,1218452,4.5,4.8,899.2
Luzerne,11/02/2020,53,64.6,5736,317646,16.7,20.3,1805.8
Montour,07/06/2020,1,0.4,76,18240,5.5,2.3,416.7
Blair,09/11/2020,9,4.3,523,122492,7.3,3.5,427
Union,08/24/2020,4,7.7,358,44785,8.9,17.2,799.4
Lancaster,05/22/2020,52,43.3,2838,543557,9.6,8,522.1
Union,11/03/2020,4,7.3,750,44785,8.9,16.3,1674.7
Philadelphia,10/19/2020,318,228.4,36132,1584138,20.1,14.4,2280.9
Schuylkill,09/16/2020,4,3.6,1056,142067,2.8,2.5,743.3
Union,08/26/2020,0,2.7,358,44785,0,6.1,799.4
Lehigh,06/23/2020,21,20.9,4126,368100,5.7,5.7,1120.9
Northumberland,07/08/2020,4,2.9,340,91083,4.4,3.1,373.3
Luzerne,11/03/2020,62,62.4,5798,317646,19.5,19.7,1825.3
Northampton,09/09/2020,9,9.1,4199,304807,3,3,1377.6
Centre,09/03/2020,57,28.9,650,162805,35,17.7,399.3
Lehigh,10/12/2020,27,27.3,6009,368100,7.3,7.4,1632.4
Juniata,11/13/2020,19,17.3,407,24704,76.9,70,1647.5
Elk,08/19/2020,3,1.3,67,30169,9.9,4.3,222.1
Northumberland,06/19/2020,2,5,259,91083,2.2,5.5,284.4
Northumberland,04/17/2020,8,5.6,73,91083,8.8,6.1,80.1
Carbon,08/17/2020,9,4.9,406,64227,14,7.6,632.1
Berks,05/17/2020,42,41.3,3755,420152,10,9.8,893.7
Monroe,09/23/2020,6,2.3,1787,169507,3.5,1.3,1054.2
Lehigh,08/04/2020,20,16,4891,368100,5.4,4.3,1328.7
Schuylkill,10/07/2020,14,16.6,1324,142067,9.9,11.7,932
Blair,09/05/2020,3,5.1,496,122492,2.4,4.2,404.9
Northumberland,08/20/2020,8,10.3,608,91083,8.8,11.3,667.5
Beaver,08/09/2020,9,13.1,1341,164742,5.5,8,814
Luzerne,11/16/2020,273,148.4,7387,317646,85.9,46.7,2325.5
Northumberland,04/29/2020,2,1.9,103,91083,2.2,2,113.1
Northumberland,08/30/2020,7,6.9,686,91083,7.7,7.5,753.2
Allegheny,07/22/2020,153,154.9,6881,1218452,12.6,12.7,564.7
Northampton,08/14/2020,11,12.3,4006,304807,3.6,4,1314.3
Lehigh,10/01/2020,27,23.9,5744,368100,7.3,6.5,1560.4
Lehigh,07/18/2020,7,17,4547,368100,1.9,4.6,1235.3
Union,10/11/2020,10,5.1,603,44785,22.3,11.5,1346.4
Allegheny,05/22/2020,12,21.4,1805,1218452,1,1.8,148.1
Philadelphia,09/27/2020,72,93.4,32095,1584138,4.5,5.9,2026
Allegheny,08/14/2020,84,76.3,9382,1218452,6.9,6.3,770
Cumberland,09/15/2020,6,9.7,1714,251423,2.4,3.9,681.7
Luzerne,10/08/2020,31,20.7,4317,317646,9.8,6.5,1359.1
Montgomery,07/28/2020,46,54.4,9724,828604,5.6,6.6,1173.5
Westmoreland,09/13/2020,14,12.1,1989,350611,4,3.5,567.3
Northumberland,09/17/2020,15,9,853,91083,16.5,9.9,936.5
Northumberland,06/01/2020,2,2.6,201,91083,2.2,2.8,220.7
Philadelphia,07/14/2020,221,114.9,23199,1584138,14,7.3,1464.5
Schuylkill,09/20/2020,5,4,1074,142067,3.5,2.8,756
Bucks,07/24/2020,47,46,6698,628195,7.5,7.3,1066.2
Greene,07/15/2020,4,2.7,79,36506,11,7.4,216.4
Monroe,10/15/2020,6,7.6,1906,169507,3.5,4.5,1124.4
Union,09/29/2020,1,2.7,471,44785,2.2,6.1,1051.7
Lycoming,04/10/2020,2,2.1,24,113664,1.8,1.9,21.1
Elk,09/27/2020,4,1,78,30169,13.3,3.3,258.5
Lycoming,04/26/2020,1,3.1,70,113664,0.9,2.8,61.6
Pennsylvania,07/23/2020,1207,876.4,105867,12807060,9.4,6.8,826.6
Allegheny,11/20/2020,587,518.9,23137,1218452,48.2,42.6,1898.9
Lackawanna,10/11/2020,38,35,2975,210793,18,16.6,1411.3
Bucks,10/26/2020,64,62.4,10116,628195,10.2,9.9,1610.3
Montgomery,07/26/2020,51,53.3,9616,828604,6.2,6.4,1160.5
Greene,10/28/2020,3,3.3,250,36506,8.2,9,684.8
Tioga,10/30/2020,12,7.7,241,40763,29.4,18.9,591.2
Monroe,11/12/2020,70,38.3,2484,169507,41.3,22.6,1465.4
Indiana,10/27/2020,25,20.1,1118,84501,29.6,23.8,1323.1
Delaware,06/06/2020,20,30.7,6703,564751,3.5,5.4,1186.9
Columbia,10/29/2020,5,3.7,1068,65456,7.6,5.7,1631.6
Westmoreland,09/22/2020,36,17.9,2136,350611,10.3,5.1,609.2
Columbia,11/20/2020,27,17.9,1338,65456,41.2,27.3,2044.1
Carbon,08/15/2020,2,2.6,390,64227,3.1,4,607.2
Northumberland,10/03/2020,15,14.6,1135,91083,16.5,16,1246.1
Carbon,10/19/2020,1,4.3,548,64227,1.6,6.7,853.2
Bucks,08/21/2020,32,26.3,7598,628195,5.1,4.2,1209.5
Carbon,09/10/2020,5,1.3,435,64227,7.8,2,677.3
Lehigh,07/27/2020,28,22,4740,368100,7.6,6,1287.7
Bucks,08/01/2020,39,42.7,7032,628195,6.2,6.8,1119.4
Beaver,08/10/2020,8,10.4,1349,164742,4.9,6.3,818.9
Lehigh,07/16/2020,25,18.6,4521,368100,6.8,5,1228.2
Northampton,08/29/2020,4,8,4115,304807,1.3,2.6,1350
Union,10/19/2020,0,4.7,640,44785,0,10.5,1429
Schuylkill,11/07/2020,28,37.4,2454,142067,19.7,26.3,1727.4
Cumberland,10/22/2020,22,20,2351,251423,8.8,8,935.1
Berks,08/14/2020,32,30.3,5568,420152,7.6,7.2,1325.2
Lehigh,06/11/2020,18,14.1,3925,368100,4.9,3.8,1066.3
Beaver,08/21/2020,12,13.3,1509,164742,7.3,8.1,916
Berks,11/16/2020,165,161.1,11726,420152,39.3,38.4,2790.9
Delaware,04/21/2020,97,124,2894,564751,17.2,22,512.4
Northampton,06/28/2020,21,14,3415,304807,6.9,4.6,1120.4
Lehigh,07/02/2020,14,15,4289,368100,3.8,4.1,1165.2
Bucks,07/31/2020,53,42.1,6993,628195,8.4,6.7,1113.2
Northumberland,10/10/2020,6,20.3,1277,91083,6.6,22.3,1402
Carbon,07/20/2020,8,4.1,330,64227,12.5,6.5,513.8
Union,11/05/2020,11,8,766,44785,24.6,17.9,1710.4
Clinton,11/21/2020,21,18.7,528,38684,54.3,48.4,1364.9
Chester,09/03/2020,42,30.6,5779,522046,8,5.9,1107
Montgomery,07/27/2020,62,56,9678,828604,7.5,6.8,1168
Union,09/13/2020,4,3.3,429,44785,8.9,7.3,957.9
Union,11/21/2020,75,44.1,1308,44785,167.5,98.6,2920.6
Luzerne,06/22/2020,3,5,2883,317646,0.9,1.6,907.6
Delaware,05/11/2020,36,111.1,5263,564751,6.4,19.7,931.9
Bucks,06/16/2020,15,18.3,5532,628195,2.4,2.9,880.6
Philadelphia,06/02/2020,95,133.4,18594,1584138,6,8.4,1173.8
Union,11/10/2020,11,16.3,864,44785,24.6,36.4,1929.2
Columbia,11/10/2020,12,9.9,1165,65456,18.3,15.1,1779.8
Montour,06/29/2020,0,0.7,73,18240,0,3.9,400.2
Carbon,09/17/2020,3,1,442,64227,4.7,1.6,688.2
Westmoreland,11/02/2020,71,72.6,4679,350611,20.3,20.7,1334.5
Pike,09/20/2020,0,1.9,568,55933,0,3.3,1015.5
Luzerne,09/13/2020,7,9.1,3964,317646,2.2,2.9,1247.9
Franklin,09/15/2020,2,9.4,1686,154835,1.3,6.1,1088.9
Delaware,08/29/2020,38,37.9,10335,564751,6.7,6.7,1830
Luzerne,09/29/2020,9,12.7,4150,317646,2.8,4,1306.5
Montgomery,11/07/2020,160,150.1,15493,828604,19.3,18.1,1869.8
Philadelphia,05/01/2020,421,290.1,13050,1584138,26.6,18.3,823.8
Bucks,06/26/2020,28,23,5757,628195,4.5,3.7,916.4
Cumberland,09/17/2020,16,11.1,1742,251423,6.4,4.4,692.9
Snyder,11/05/2020,8,7.6,559,40540,19.7,18.7,1378.9
Lancaster,05/14/2020,57,42.3,2492,543557,10.5,7.8,458.5
Lackawanna,08/16/2020,3,3.7,1963,210793,1.4,1.8,931.2
Beaver,10/05/2020,20,12.1,2002,164742,12.1,7.4,1215.2
Allegheny,07/05/2020,218,156.4,3797,1218452,17.9,12.8,311.6
Centre,08/28/2020,19,6.9,467,162805,11.7,4.2,286.8
Philadelphia,09/17/2020,84,94.6,31210,1584138,5.3,6,1970.2
Lycoming,11/21/2020,63,55,1723,113664,55.4,48.4,1515.9
Chester,04/07/2020,40,29.1,414,522046,7.7,5.6,79.3
Lawrence,11/08/2020,30,41.9,1303,86184,34.8,48.6,1511.9
Indiana,10/31/2020,27,21.6,1227,84501,32,25.5,1452.1
Chester,10/01/2020,41,38,7011,522046,7.9,7.3,1343
Delaware,08/24/2020,34,44.9,10131,564751,6,7.9,1793.9
Lackawanna,09/03/2020,30,19.7,2162,210793,14.2,9.4,1025.7
Juniata,11/21/2020,26,26.3,595,24704,105.2,106.4,2408.5
Indiana,11/17/2020,82,51.7,1946,84501,97,61.2,2302.9
Bucks,05/22/2020,54,54.9,4931,628195,8.6,8.7,784.9
Montour,04/26/2020,1,0.1,47,18240,5.5,0.8,257.7
Lancaster,08/02/2020,31,51,5689,543557,5.7,9.4,1046.6
Butler,03/01/2020,0,,0,187888,0,,0
Butler,03/02/2020,0,,0,187888,0,,0
Butler,03/03/2020,0,,0,187888,0,,0
Butler,03/04/2020,0,,0,187888,0,,0
Butler,03/05/2020,0,,0,187888,0,,0
Butler,03/06/2020,0,,0,187888,0,,0
Butler,03/07/2020,0,,0,187888,0,,0
Butler,03/08/2020,0,0,0,187888,0,0,0
Butler,03/09/2020,0,0,0,187888,0,0,0
Butler,03/10/2020,0,0,0,187888,0,0,0
Butler,03/11/2020,0,0,0,187888,0,0,0
Butler,03/12/2020,0,0,0,187888,0,0,0
Butler,03/13/2020,0,0,0,187888,0,0,0
Butler,03/14/2020,0,0,0,187888,0,0,0
Butler,03/15/2020,0,0,0,187888,0,0,0
Butler,03/16/2020,0,0,0,187888,0,0,0
Butler,03/17/2020,0,0,0,187888,0,0,0
Butler,03/18/2020,0,0,0,187888,0,0,0
Butler,03/19/2020,0,0,0,187888,0,0,0
Butler,03/20/2020,1,0.1,1,187888,0.5,0.1,0.5
Butler,03/21/2020,0,0.1,1,187888,0,0.1,0.5
Butler,03/22/2020,3,0.6,4,187888,1.6,0.3,2.1
Butler,03/23/2020,2,0.9,6,187888,1.1,0.5,3.2
Butler,03/24/2020,6,1.7,12,187888,3.2,0.9,6.4
Butler,03/25/2020,6,2.6,18,187888,3.2,1.4,9.6
Butler,03/26/2020,7,3.6,25,187888,3.7,1.9,13.3
Butler,03/27/2020,15,5.6,40,187888,8,3,21.3
Butler,03/28/2020,7,6.6,47,187888,3.7,3.5,25
Butler,03/29/2020,2,6.4,49,187888,1.1,3.4,26.1
Butler,03/30/2020,11,7.7,60,187888,5.9,4.1,31.9
Butler,03/31/2020,4,7.4,64,187888,2.1,4,34.1
Butler,04/01/2020,6,7.4,70,187888,3.2,4,37.3
Butler,04/02/2020,6,7.3,76,187888,3.2,3.9,40.4
Butler,04/03/2020,9,6.4,85,187888,4.8,3.4,45.2
Butler,04/04/2020,3,5.9,88,187888,1.6,3.1,46.8
Butler,04/05/2020,4,6.1,92,187888,2.1,3.3,49
Butler,04/06/2020,16,6.9,108,187888,8.5,3.6,57.5
Butler,04/07/2020,5,7,113,187888,2.7,3.7,60.1
Butler,04/08/2020,1,6.3,114,187888,0.5,3.3,60.7
Butler,04/09/2020,10,6.9,124,187888,5.3,3.6,66
Butler,04/10/2020,10,7,134,187888,5.3,3.7,71.3
Butler,04/11/2020,2,6.9,136,187888,1.1,3.6,72.4
Butler,04/12/2020,7,7.3,143,187888,3.7,3.9,76.1
Butler,04/13/2020,2,5.3,145,187888,1.1,2.8,77.2
Butler,04/14/2020,7,5.6,152,187888,3.7,3,80.9
Butler,04/15/2020,5,6.1,157,187888,2.7,3.3,83.6
Butler,04/16/2020,1,4.9,158,187888,0.5,2.6,84.1
Butler,04/17/2020,2,3.7,160,187888,1.1,2,85.2
Butler,04/18/2020,1,3.6,161,187888,0.5,1.9,85.7
Butler,04/19/2020,0,2.6,161,187888,0,1.4,85.7
Butler,04/20/2020,0,2.3,161,187888,0,1.2,85.7
Butler,04/21/2020,2,1.6,163,187888,1.1,0.8,86.8
Butler,04/22/2020,2,1.1,165,187888,1.1,0.6,87.8
Butler,04/23/2020,4,1.6,169,187888,2.1,0.8,89.9
Butler,04/24/2020,0,1.3,169,187888,0,0.7,89.9
Butler,04/25/2020,1,1.3,170,187888,0.5,0.7,90.5
Butler,04/26/2020,0,1.3,170,187888,0,0.7,90.5
Butler,04/27/2020,5,2,175,187888,2.7,1.1,93.1
Butler,04/28/2020,2,2,177,187888,1.1,1.1,94.2
Butler,04/29/2020,2,2,179,187888,1.1,1.1,95.3
Butler,04/30/2020,2,1.7,181,187888,1.1,0.9,96.3
Butler,05/01/2020,2,2,183,187888,1.1,1.1,97.4
Butler,05/02/2020,1,2,184,187888,0.5,1.1,97.9
Butler,05/03/2020,0,2,184,187888,0,1.1,97.9
Butler,05/04/2020,1,1.4,185,187888,0.5,0.8,98.5
Butler,05/05/2020,2,1.4,187,187888,1.1,0.8,99.5
Butler,05/06/2020,3,1.6,190,187888,1.6,0.8,101.1
Butler,05/07/2020,2,1.6,192,187888,1.1,0.8,102.2
Butler,05/08/2020,2,1.6,194,187888,1.1,0.8,103.3
Butler,05/09/2020,1,1.6,195,187888,0.5,0.8,103.8
Butler,05/10/2020,0,1.6,195,187888,0,0.8,103.8
Butler,05/11/2020,2,1.7,197,187888,1.1,0.9,104.8
Butler,05/12/2020,1,1.6,198,187888,0.5,0.8,105.4
Butler,05/13/2020,1,1.3,199,187888,0.5,0.7,105.9
Butler,05/14/2020,3,1.4,202,187888,1.6,0.8,107.5
Butler,05/15/2020,0,1.1,202,187888,0,0.6,107.5
Butler,05/16/2020,1,1.1,203,187888,0.5,0.6,108
Butler,05/17/2020,0,1.1,203,187888,0,0.6,108
Butler,05/18/2020,3,1.3,206,187888,1.6,0.7,109.6
Butler,05/19/2020,2,1.4,208,187888,1.1,0.8,110.7
Butler,05/20/2020,0,1.3,208,187888,0,0.7,110.7
Butler,05/21/2020,0,0.9,208,187888,0,0.5,110.7
Butler,05/22/2020,7,1.9,215,187888,3.7,1,114.4
Butler,05/23/2020,3,2.1,218,187888,1.6,1.1,116
Butler,05/24/2020,4,2.7,222,187888,2.1,1.4,118.2
Butler,05/25/2020,1,2.4,223,187888,0.5,1.3,118.7
Butler,05/26/2020,2,2.4,225,187888,1.1,1.3,119.8
Butler,05/27/2020,1,2.6,226,187888,0.5,1.4,120.3
Butler,05/28/2020,1,2.7,227,187888,0.5,1.4,120.8
Butler,05/29/2020,2,2,229,187888,1.1,1.1,121.9
Butler,05/30/2020,1,1.7,230,187888,0.5,0.9,122.4
Butler,05/31/2020,0,1.1,230,187888,0,0.6,122.4
Butler,06/01/2020,0,1,230,187888,0,0.5,122.4
Butler,06/02/2020,4,1.3,234,187888,2.1,0.7,124.5
Butler,06/03/2020,4,1.7,238,187888,2.1,0.9,126.7
Butler,06/04/2020,0,1.6,238,187888,0,0.8,126.7
Butler,06/05/2020,5,2,243,187888,2.7,1.1,129.3
Butler,06/06/2020,3,2.3,246,187888,1.6,1.2,130.9
Butler,06/07/2020,0,2.3,246,187888,0,1.2,130.9
Butler,06/08/2020,2,2.6,248,187888,1.1,1.4,132
Butler,06/09/2020,2,2.3,250,187888,1.1,1.2,133.1
Butler,06/10/2020,4,2.3,254,187888,2.1,1.2,135.2
Butler,06/11/2020,2,2.6,256,187888,1.1,1.4,136.3
Butler,06/12/2020,1,2,257,187888,0.5,1.1,136.8
Butler,06/13/2020,0,1.6,257,187888,0,0.8,136.8
Butler,06/14/2020,1,1.7,258,187888,0.5,0.9,137.3
Butler,06/15/2020,1,1.6,259,187888,0.5,0.8,137.8
Butler,06/16/2020,3,1.7,262,187888,1.6,0.9,139.4
Butler,06/17/2020,0,1.1,262,187888,0,0.6,139.4
Butler,06/18/2020,0,0.9,262,187888,0,0.5,139.4
Butler,06/19/2020,0,0.7,262,187888,0,0.4,139.4
Butler,06/20/2020,6,1.6,268,187888,3.2,0.8,142.6
Butler,06/21/2020,2,1.7,270,187888,1.1,0.9,143.7
Butler,06/22/2020,3,2,273,187888,1.6,1.1,145.3
Butler,06/23/2020,3,2,276,187888,1.6,1.1,146.9
Butler,06/24/2020,3,2.4,279,187888,1.6,1.3,148.5
Butler,06/25/2020,4,3,283,187888,2.1,1.6,150.6
Butler,06/26/2020,6,3.9,289,187888,3.2,2.1,153.8
Butler,06/27/2020,4,3.6,293,187888,2.1,1.9,155.9
Butler,06/28/2020,8,4.4,301,187888,4.3,2.4,160.2
Butler,06/29/2020,4,4.6,305,187888,2.1,2.4,162.3
Butler,06/30/2020,5,4.9,310,187888,2.7,2.6,165
Butler,07/01/2020,8,5.6,318,187888,4.3,3,169.2
Butler,07/02/2020,12,6.7,330,187888,6.4,3.6,175.6
