Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Northumberland,08/21/2020,21,11.9,629,91083,23.1,13,690.6
Greene,06/04/2020,0,0,28,36506,0,0,76.7
Schuylkill,08/06/2020,1,4.4,915,142067,0.7,3.1,644.1
Luzerne,06/15/2020,4,6.1,2848,317646,1.3,1.9,896.6
Elk,11/04/2020,5,9.1,238,30169,16.6,30.3,788.9
Tioga,11/06/2020,25,13.1,333,40763,61.3,32.2,816.9
Luzerne,07/09/2020,12,7.3,3001,317646,3.8,2.3,944.8
Northumberland,08/07/2020,11,9.4,471,91083,12.1,10.4,517.1
Franklin,08/21/2020,8,5.7,1461,154835,5.2,3.7,943.6
Lycoming,07/15/2020,7,3.6,261,113664,6.2,3.1,229.6
Montour,08/25/2020,2,1.1,125,18240,11,6.3,685.3
Lackawanna,11/06/2020,32,29.9,4063,210793,15.2,14.2,1927.5
Bucks,10/11/2020,41,42.6,9365,628195,6.5,6.8,1490.8
Delaware,07/10/2020,21,30.4,7543,564751,3.7,5.4,1335.6
Lackawanna,10/17/2020,42,50.3,3289,210793,19.9,23.9,1560.3
Butler,11/03/2020,22,45.3,2021,187888,11.7,24.1,1075.6
Franklin,09/28/2020,13,7.6,1798,154835,8.4,4.9,1161.2
Somerset,09/04/2020,2,2.6,181,73952,2.7,3.5,244.8
Butler,09/26/2020,4,7.1,1052,187888,2.1,3.8,559.9
Snyder,11/06/2020,12,8.7,571,40540,29.6,21.5,1408.5
Cameron,11/17/2020,1,0.1,17,4492,22.3,3.2,378.5
Berks,06/02/2020,23,25,4133,420152,5.5,6,983.7
Lycoming,11/06/2020,18,11.9,1086,113664,15.8,10.4,955.4
Cumberland,07/08/2020,11,8.4,935,251423,4.4,3.4,371.9
Pennsylvania,05/01/2020,1317,1191.3,50033,12807060,10.3,9.3,390.7
Northumberland,09/19/2020,2,8.4,869,91083,2.2,9.3,954.1
Somerset,11/11/2020,15,36.1,766,73952,20.3,48.9,1035.8
Lycoming,09/05/2020,6,6,562,113664,5.3,5.3,494.4
Beaver,10/23/2020,24,10.9,2216,164742,14.6,6.6,1345.1
Washington,07/18/2020,18,16.1,565,207346,8.7,7.8,272.5
Franklin,08/31/2020,12,5.9,1529,154835,7.8,3.8,987.5
Blair,09/04/2020,3,6.7,493,122492,2.4,5.5,402.5
Lancaster,03/01/2020,0,,0,543557,0,,0
Lancaster,03/02/2020,0,,0,543557,0,,0
Lancaster,03/03/2020,0,,0,543557,0,,0
Schuylkill,08/26/2020,4,2.3,987,142067,2.8,1.6,694.7
Lancaster,03/04/2020,0,,0,543557,0,,0
Lancaster,03/05/2020,0,,0,543557,0,,0
Lancaster,03/06/2020,0,,0,543557,0,,0
Lancaster,03/07/2020,0,,0,543557,0,,0
Lancaster,03/08/2020,0,0,0,543557,0,0,0
Lancaster,03/09/2020,0,0,0,543557,0,0,0
Lancaster,03/10/2020,0,0,0,543557,0,0,0
Lancaster,03/11/2020,0,0,0,543557,0,0,0
Lancaster,03/12/2020,0,0,0,543557,0,0,0
Lancaster,03/13/2020,0,0,0,543557,0,0,0
Lancaster,03/14/2020,0,0,0,543557,0,0,0
Lancaster,03/15/2020,0,0,0,543557,0,0,0
Lancaster,03/16/2020,0,0,0,543557,0,0,0
Lancaster,03/17/2020,0,0,0,543557,0,0,0
Lancaster,03/18/2020,2,0.3,2,543557,0.4,0.1,0.4
Lancaster,03/19/2020,0,0.3,2,543557,0,0.1,0.4
Lancaster,03/20/2020,2,0.6,4,543557,0.4,0.1,0.7
Lancaster,03/21/2020,0,0.6,4,543557,0,0.1,0.7
Lancaster,03/22/2020,0,0.6,4,543557,0,0.1,0.7
Lancaster,03/23/2020,5,1.3,9,543557,0.9,0.2,1.7
Lancaster,03/24/2020,2,1.6,11,543557,0.4,0.3,2
Lancaster,03/25/2020,11,2.9,22,543557,2,0.5,4
Lancaster,03/26/2020,11,4.4,33,543557,2,0.8,6.1
Lancaster,03/27/2020,16,6.4,49,543557,2.9,1.2,9
Lancaster,03/28/2020,25,10,74,543557,4.6,1.8,13.6
Lancaster,03/29/2020,32,14.6,106,543557,5.9,2.7,19.5
Lancaster,03/30/2020,36,19,142,543557,6.6,3.5,26.1
Lancaster,03/31/2020,41,24.6,183,543557,7.5,4.5,33.7
Lancaster,04/01/2020,48,29.9,231,543557,8.8,5.5,42.5
Lancaster,04/02/2020,36,33.4,267,543557,6.6,6.1,49.1
Lancaster,04/03/2020,64,40.3,331,543557,11.8,7.4,60.9
Lancaster,04/04/2020,82,48.4,413,543557,15.1,8.9,76
Lancaster,04/05/2020,43,50,456,543557,7.9,9.2,83.9
Lancaster,04/06/2020,84,56.9,540,543557,15.5,10.5,99.3
Butler,08/26/2020,2,3.6,761,187888,1.1,1.9,405
Philadelphia,04/30/2020,234,285.4,12629,1584138,14.8,18,797.2
Lycoming,07/22/2020,2,3.1,283,113664,1.8,2.8,249
Pennsylvania,11/12/2020,5896,4399.4,255311,12807060,46,34.4,1993.5
Northampton,10/13/2020,26,30.7,4914,304807,8.5,10.1,1612.2
Clearfield,11/16/2020,42,40.6,912,79388,52.9,51.1,1148.8
Luzerne,10/29/2020,52,65.3,5481,317646,16.4,20.6,1725.5
Pennsylvania,04/30/2020,1148,1199,48716,12807060,9,9.4,380.4
Berks,04/23/2020,101,116.1,2399,420152,24,27.6,571
Montour,09/12/2020,1,2.4,159,18240,5.5,13.3,871.7
Berks,09/14/2020,62,44.1,6656,420152,14.8,10.5,1584.2
Lycoming,10/06/2020,21,9.1,771,113664,18.5,8,678.3
Clarion,10/29/2020,9,4.6,234,38779,23.2,11.8,603.4
Montgomery,07/23/2020,71,45.7,9448,828604,8.6,5.5,1140.2
Philadelphia,04/16/2020,464,375.4,8301,1584138,29.3,23.7,524
Bucks,09/04/2020,34,35.6,8006,628195,5.4,5.7,1274.4
Luzerne,11/18/2020,191,156.9,7752,317646,60.1,49.4,2440.5
Blair,10/03/2020,31,14.9,790,122492,25.3,12.1,644.9
Delaware,09/07/2020,32,37.9,10712,564751,5.7,6.7,1896.8
Montgomery,10/08/2020,61,46,12731,828604,7.4,5.6,1536.4
Allegheny,06/19/2020,21,11.9,2180,1218452,1.7,1,178.9
Lebanon,11/12/2020,96,64.9,3953,141314,67.9,45.9,2797.3
Lancaster,08/30/2020,34,35.7,6736,543557,6.3,6.6,1239.2
Blair,10/30/2020,70,32.7,1377,122492,57.1,26.7,1124.2
Lancaster,09/18/2020,45,35.7,7520,543557,8.3,6.6,1383.5
Clarion,11/03/2020,12,8.4,280,38779,30.9,21.7,722
Bucks,11/20/2020,320,289.7,14813,628195,50.9,46.1,2358
Luzerne,06/10/2020,5,5.4,2820,317646,1.6,1.7,887.8
Dauphin,11/13/2020,84,85,6002,277097,30.3,30.7,2166
Lycoming,10/16/2020,6,8,877,113664,5.3,7,771.6
Chester,10/09/2020,46,38.3,7305,522046,8.8,7.3,1399.3
Indiana,11/19/2020,74,55.7,2077,84501,87.6,65.9,2458
Chester,05/28/2020,41,37.7,2620,522046,7.9,7.2,501.9
Cumberland,11/20/2020,111,106.4,4151,251423,44.1,42.3,1651
Philadelphia,06/01/2020,177,150.3,18499,1584138,11.2,9.5,1167.8
Montour,09/25/2020,1,1,169,18240,5.5,5.5,926.5
Centre,10/08/2020,22,62.3,3341,162805,13.5,38.3,2052.1
Venango,10/26/2020,9,7.7,237,51266,17.6,15,462.3
Dauphin,11/15/2020,97,89.7,6157,277097,35,32.4,2222
Indiana,09/29/2020,7,9.1,741,84501,8.3,10.8,876.9
Berks,06/29/2020,7,12.3,4533,420152,1.7,2.9,1078.9
Centre,06/21/2020,5,1.9,189,162805,3.1,1.1,116.1
Lycoming,10/13/2020,8,11.1,849,113664,7,9.8,746.9
Chester,05/26/2020,39,38.6,2530,522046,7.5,7.4,484.6
Lackawanna,11/20/2020,70,49.1,4669,210793,33.2,23.3,2215
Chester,05/22/2020,42,34,2398,522046,8,6.5,459.3
Berks,05/10/2020,43,63.9,3466,420152,10.2,15.2,824.9
Lackawanna,10/18/2020,22,48,3311,210793,10.4,22.8,1570.7
Luzerne,05/29/2020,12,11,2733,317646,3.8,3.5,860.4
Chester,09/06/2020,46,46,5956,522046,8.8,8.8,1140.9
Cumberland,08/04/2020,19,11.4,1276,251423,7.6,4.5,507.5
Centre,06/11/2020,8,1.9,171,162805,4.9,1.1,105
Montgomery,07/31/2020,53,51.7,9869,828604,6.4,6.2,1191
Lancaster,04/19/2020,47,59.1,1311,543557,8.6,10.9,241.2
Jefferson,11/21/2020,23,21,561,43641,52.7,48.1,1285.5
Montgomery,06/02/2020,62,64.4,7331,828604,7.5,7.8,884.7
Cumberland,11/14/2020,71,85.7,3477,251423,28.2,34.1,1382.9
Philadelphia,04/10/2020,504,489,6177,1584138,31.8,30.9,389.9
Philadelphia,08/31/2020,182,121.7,29452,1584138,11.5,7.7,1859.2
Beaver,10/07/2020,12,9.4,2017,164742,7.3,5.7,1224.3
Blair,11/15/2020,86,91.4,2596,122492,70.2,74.6,2119.3
Lycoming,10/08/2020,15,12.7,809,113664,13.2,11.2,711.7
Franklin,11/17/2020,174,91.7,3434,154835,112.4,59.2,2217.8
Lancaster,07/28/2020,37,36,5418,543557,6.8,6.6,996.8
Butler,08/28/2020,12,5,781,187888,6.4,2.7,415.7
Mifflin,11/03/2020,26,16.9,515,46222,56.3,36.5,1114.2
Cumberland,07/29/2020,10,18.4,1206,251423,4,7.3,479.7
Lycoming,07/23/2020,7,3.6,290,113664,6.2,3.1,255.1
Adams,11/07/2020,24,22.4,1340,102811,23.3,21.8,1303.4
Lancaster,09/28/2020,54,48.1,7949,543557,9.9,8.9,1462.4
Chester,08/28/2020,26,22.1,5591,522046,5,4.2,1071
Chester,07/01/2020,21,25.1,3759,522046,4,4.8,720.1
Lancaster,07/24/2020,41,36.6,5269,543557,7.5,6.7,969.4
Berks,06/19/2020,14,12,4384,420152,3.3,2.9,1043.4
Montgomery,08/27/2020,37,42.4,10958,828604,4.5,5.1,1322.5
Luzerne,07/30/2020,12,21,3266,317646,3.8,6.6,1028.2
Schuylkill,10/31/2020,34,43.6,2192,142067,23.9,30.7,1542.9
Cumberland,09/16/2020,12,10.7,1726,251423,4.8,4.3,686.5
Berks,11/10/2020,168,113.3,10766,420152,40,27,2562.4
Cambria,11/12/2020,124,74,1982,131730,94.1,56.2,1504.6
Northumberland,10/04/2020,12,13.9,1147,91083,13.2,15.2,1259.3
Berks,10/27/2020,134,106.4,9282,420152,31.9,25.3,2209.2
Philadelphia,06/30/2020,130,113,21563,1584138,8.2,7.1,1361.2
Erie,11/20/2020,164,149,4266,272061,60.3,54.8,1568
Luzerne,08/20/2020,11,12.4,3675,317646,3.5,3.9,1156.9
Delaware,10/28/2020,111,109.1,13643,564751,19.7,19.3,2415.8
Chester,08/16/2020,20,30.4,5338,522046,3.8,5.8,1022.5
Beaver,11/10/2020,79,31,2631,164742,48,18.8,1597
Franklin,07/22/2020,38,16.1,1156,154835,24.5,10.4,746.6
Franklin,09/25/2020,6,7.9,1772,154835,3.9,5.1,1144.4
Delaware,10/16/2020,95,63.7,12522,564751,16.8,11.3,2217.3
Luzerne,08/17/2020,11,22.6,3648,317646,3.5,7.1,1148.4
Montour,05/11/2020,0,0.1,50,18240,0,0.8,274.1
Chester,08/23/2020,15,18.7,5469,522046,2.9,3.6,1047.6
Washington,11/12/2020,92,67.1,2875,207346,44.4,32.4,1386.6
Lancaster,09/24/2020,43,43.9,7782,543557,7.9,8.1,1431.7
Blair,11/09/2020,48,61.6,2004,122492,39.2,50.3,1636
Berks,07/19/2020,26,21.6,4854,420152,6.2,5.1,1155.3
Tioga,09/11/2020,0,0.3,50,40763,0,0.7,122.7
Berks,11/09/2020,151,106.1,10598,420152,35.9,25.3,2522.4
Chester,08/27/2020,32,22.1,5565,522046,6.1,4.2,1066
Philadelphia,06/11/2020,146,109,19577,1584138,9.2,6.9,1235.8
Somerset,11/10/2020,55,35,751,73952,74.4,47.3,1015.5
Pennsylvania,06/06/2020,421,522.7,75702,12807060,3.3,4.1,591.1
Lycoming,06/26/2020,0,0.7,177,113664,0,0.6,155.7
Luzerne,10/28/2020,68,68.1,5429,317646,21.4,21.5,1709.1
Berks,09/01/2020,35,31.1,6136,420152,8.3,7.4,1460.4
Montgomery,06/18/2020,26,29.9,8112,828604,3.1,3.6,979
Bucks,10/03/2020,26,35.7,9047,628195,4.1,5.7,1440.2
Franklin,08/08/2020,7,9.7,1355,154835,4.5,6.3,875.1
Montgomery,06/22/2020,29,28.6,8219,828604,3.5,3.4,991.9
Philadelphia,08/11/2020,165,130.3,27129,1584138,10.4,8.2,1712.5
Tioga,08/21/2020,0,0.4,44,40763,0,1.1,107.9
Pennsylvania,10/03/2020,970,987.9,163825,12807060,7.6,7.7,1279.2
Cumberland,06/03/2020,4,5.3,665,251423,1.6,2.1,264.5
Chester,06/11/2020,61,41.4,3254,522046,11.7,7.9,623.3
Butler,09/03/2020,10,9.6,836,187888,5.3,5.1,444.9
Butler,11/17/2020,108,93.9,3224,187888,57.5,50,1715.9
Chester,08/13/2020,31,28.4,5262,522046,5.9,5.4,1008
Delaware,09/23/2020,43,34,11292,564751,7.6,6,1999.5
Venango,10/06/2020,1,2,105,51266,2,3.9,204.8
Montour,11/21/2020,7,6.4,410,18240,38.4,35.2,2247.8
Berks,09/11/2020,86,38.1,6527,420152,20.5,9.1,1553.5
Bedford,10/26/2020,10,7.1,392,48176,20.8,14.8,813.7
Cambria,11/17/2020,155,107,2531,131730,117.7,81.2,1921.4
Somerset,10/21/2020,10,8.6,343,73952,13.5,11.6,463.8
Bucks,04/08/2020,129,83.4,1020,628195,20.5,13.3,162.4
Blair,11/04/2020,77,65.6,1734,122492,62.9,53.5,1415.6
Bucks,10/12/2020,35,43.9,9400,628195,5.6,7,1496.4
Butler,08/17/2020,6,7.7,729,187888,3.2,4.1,388
Philadelphia,04/27/2020,254,324.6,11737,1584138,16,20.5,740.9
Lancaster,08/09/2020,50,41.9,5982,543557,9.2,7.7,1100.5
Centre,11/11/2020,87,61.7,4856,162805,53.4,37.9,2982.7
Montgomery,08/19/2020,36,41.6,10620,828604,4.3,5,1281.7
Franklin,11/20/2020,105,92.6,3713,154835,67.8,59.8,2398
Snyder,11/13/2020,16,16.7,688,40540,39.5,41.2,1697.1
Franklin,09/27/2020,2,8.1,1785,154835,1.3,5.3,1152.8
Pennsylvania,07/26/2020,742,931,108531,12807060,5.8,7.3,847.4
Philadelphia,11/01/2020,248,367.3,40562,1584138,15.7,23.2,2560.5
Blair,09/21/2020,13,9.4,606,122492,10.6,7.7,494.7
Berks,04/27/2020,80,91.3,2684,420152,19,21.7,638.8
Lycoming,09/01/2020,5,5.1,533,113664,4.4,4.5,468.9
Northumberland,04/16/2020,1,4.9,65,91083,1.1,5.3,71.4
Northampton,11/03/2020,47,51.9,5754,304807,15.4,17,1887.8
